7154.681121,9.523e-29,0.0742,0.71,0.25,#,-0.02138,2629.3345,75,81,4,3,4,3,2,0,3,1387,1380,1419,1413,817,0,1413
7154.71608,2.81e-26,0.0699,0.64,0.315,#,0.00783,1079.0796,51,57,4,5,4,2,2,0,3,1386,1214,1232,1411,817,0,1411
7154.843895,1.652e-30,0.065,0.65,0.298,#,0.00214,1114.5323,21,21,3,3,2,3,2,0,0,1387,1380,1419,1413,817,0,1413
7154.88659,3.394e-28,0.1033,0.75,0.456,#,-0.00961,3255.346,5,5,3,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7154.911282,2.485e-30,0.0781,0.67,0.371,#,0.0,447.2524,51,39,4,2,2,3,2,0,0,1387,1385,773,819,817,0,886
7154.911828,3.022e-30,0.0858,0.72,0.352,#,-0.017,4052.837,51,45,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7154.943626,3.97e-25,0.0769,0.66,0.333,#,-0.00594,982.9117,19,17,4,5,4,2,4,0,3,1208,1216,1232,1411,817,0,1411
7154.951905,1.09e-25,0.0976,0.74,0.412,#,-0.00356,1821.5968,21,27,4,5,4,2,2,0,3,1208,1214,1232,1411,817,0,1411
7154.957342,4.425e-30,0.0705,0.65,0.281,#,-0.00644,3833.1443,69,69,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7155.1093,1.04e-27,0.0561,0.52,0.315,#,-0.01605,3139.4759,21,19,4,4,4,2,2,0,3,1208,1214,1232,1411,817,0,1411
7155.167049,2.946e-30,0.034,0.41,0.208,#,-0.009004,3211.0552,35,33,1,3,2,3,2,0,2,764,1380,773,819,817,0,1414
7155.175057,7.109e-30,0.0988,0.74,0.434,#,-0.01256,3500.6386,21,21,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7155.222871,4.911e-30,0.0538,0.51,0.265,#,-0.00282,3587.6666,23,25,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7155.289932,2.755e-28,0.1074,0.76,0.48,#,0.0012,3175.4412,9,9,3,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7155.369531,3.11e-24,0.0575,0.54,0.391,#,-0.01413,742.0763,27,33,4,5,4,2,6,0,3,15,1216,1419,1413,817,0,1413
7155.372798,5.512e-27,0.0723,0.64,0.298,#,0.00807,1538.1495,21,21,4,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7155.375262,5.102e-29,0.0871,0.71,0.352,#,-0.00012,2309.7301,39,45,4,3,4,3,2,0,3,1387,1380,1232,1411,817,0,1411
7155.41432,1.21e-24,0.0575,0.54,0.391,#,-0.01391,742.073,9,11,4,5,4,2,4,0,3,1386,1216,1419,1413,817,0,1413
7155.430547,2.949e-26,0.0672,0.59,0.281,#,0.00049,1813.2234,63,69,4,6,4,2,2,0,3,1387,1380,1419,1413,817,0,1413
7155.454847,1.68e-24,0.0696,0.65,0.281,#,-0.0363,1998.9953,69,69,4,5,4,2,4,0,3,1208,1216,1232,1411,817,0,1411
7155.486627,1.756e-27,0.057,0.54,0.352,#,-0.01231,2905.4306,15,15,3,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7155.58711,2.22e-26,0.0556,0.55,0.281,#,-0.04,1985.7849,25,23,4,5,4,2,2,0,3,1386,1214,1232,1411,817,0,1411
